# BVec Raw Data (Entire Vector): 278528 elements
# Format: index,byte_value,hex_value,as_int8,interpretation
47588,1,0x1,1,weight
47589,1,0x1,1,weight
47590,1,0x1,1,weight
47591,1,0x1,1,weight
47592,2,0x2,2,weight
47593,2,0x2,2,weight
47594,2,0x2,2,weight
47595,2,0x2,2,weight
47596,2,0x2,2,weight
47597,2,0x2,2,weight
47598,2,0x2,2,weight
47599,2,0x2,2,weight
47600,1,0x1,1,weight
47601,1,0x1,1,weight
47602,1,0x1,1,weight
47603,1,0x1,1,weight
47604,1,0x1,1,weight
47605,1,0x1,1,weight
47606,1,0x1,1,weight
47607,1,0x1,1,weight
47608,2,0x2,2,weight
47609,2,0x2,2,weight
47610,2,0x2,2,weight
47611,2,0x2,2,weight
47612,2,0x2,2,weight
47613,2,0x2,2,weight
47614,2,0x2,2,weight
47615,2,0x2,2,weight
47616,1,0x1,1,weight
47617,1,0x1,1,weight
47618,1,0x1,1,weight
47619,1,0x1,1,weight
47620,1,0x1,1,weight
47621,1,0x1,1,weight
47622,1,0x1,1,weight
47623,1,0x1,1,weight
47624,2,0x2,2,weight
47625,2,0x2,2,weight
47626,2,0x2,2,weight
47627,2,0x2,2,weight
47628,2,0x2,2,weight
47629,2,0x2,2,weight
47630,2,0x2,2,weight
47631,2,0x2,2,weight
47632,1,0x1,1,weight
47633,1,0x1,1,weight
47634,1,0x1,1,weight
47635,1,0x1,1,weight
47636,1,0x1,1,weight
47637,1,0x1,1,weight
47638,1,0x1,1,weight
47639,1,0x1,1,weight
47640,2,0x2,2,weight
47641,2,0x2,2,weight
47642,2,0x2,2,weight
47643,2,0x2,2,weight
47644,2,0x2,2,weight
47645,2,0x2,2,weight
47646,2,0x2,2,weight
47647,2,0x2,2,weight
47648,1,0x1,1,weight
47649,1,0x1,1,weight
47650,1,0x1,1,weight
47651,1,0x1,1,weight
47652,1,0x1,1,weight
47653,1,0x1,1,weight
47654,1,0x1,1,weight
47655,1,0x1,1,weight
47656,2,0x2,2,weight
47657,2,0x2,2,weight
47658,2,0x2,2,weight
47659,2,0x2,2,weight
47660,2,0x2,2,weight
47661,2,0x2,2,weight
47662,2,0x2,2,weight
47663,2,0x2,2,weight
47664,1,0x1,1,weight
47665,1,0x1,1,weight
47666,1,0x1,1,weight
47667,1,0x1,1,weight
47668,1,0x1,1,weight
47669,1,0x1,1,weight
47670,1,0x1,1,weight
47671,1,0x1,1,weight
47672,2,0x2,2,weight
47673,2,0x2,2,weight
47674,2,0x2,2,weight
47675,2,0x2,2,weight
47676,2,0x2,2,weight
47677,2,0x2,2,weight
47678,2,0x2,2,weight
47679,2,0x2,2,weight
47680,1,0x1,1,weight
47681,1,0x1,1,weight
47682,1,0x1,1,weight
47683,1,0x1,1,weight
47684,1,0x1,1,weight
47685,1,0x1,1,weight
47686,1,0x1,1,weight
47687,1,0x1,1,weight
47688,2,0x2,2,weight
47689,2,0x2,2,weight
47690,2,0x2,2,weight
47691,2,0x2,2,weight
47692,2,0x2,2,weight
47693,2,0x2,2,weight
47694,2,0x2,2,weight
47695,2,0x2,2,weight
47696,1,0x1,1,weight
47697,1,0x1,1,weight
47698,1,0x1,1,weight
47699,1,0x1,1,weight
47700,1,0x1,1,weight
47701,1,0x1,1,weight
47702,1,0x1,1,weight
47703,1,0x1,1,weight
47704,2,0x2,2,weight
47705,2,0x2,2,weight
47706,2,0x2,2,weight
47707,2,0x2,2,weight
47708,2,0x2,2,weight
47709,2,0x2,2,weight
47710,2,0x2,2,weight
47711,2,0x2,2,weight
47712,1,0x1,1,weight
47713,1,0x1,1,weight
47714,1,0x1,1,weight
47715,1,0x1,1,weight
47716,1,0x1,1,weight
47717,1,0x1,1,weight
47718,1,0x1,1,weight
47719,1,0x1,1,weight
47720,2,0x2,2,weight
47721,2,0x2,2,weight
47722,2,0x2,2,weight
47723,2,0x2,2,weight
47724,2,0x2,2,weight
47725,2,0x2,2,weight
47726,2,0x2,2,weight
47727,2,0x2,2,weight
47728,1,0x1,1,weight
47729,1,0x1,1,weight
47730,1,0x1,1,weight
47731,1,0x1,1,weight
47732,1,0x1,1,weight
47733,1,0x1,1,weight
47734,1,0x1,1,weight
47735,1,0x1,1,weight
47736,2,0x2,2,weight
47737,2,0x2,2,weight
47738,2,0x2,2,weight
47739,2,0x2,2,weight
47740,2,0x2,2,weight
47741,2,0x2,2,weight
47742,2,0x2,2,weight
47743,2,0x2,2,weight
47744,1,0x1,1,weight
47745,1,0x1,1,weight
47746,1,0x1,1,weight
47747,1,0x1,1,weight
47748,1,0x1,1,weight
47749,1,0x1,1,weight
47750,1,0x1,1,weight
47751,1,0x1,1,weight
47752,2,0x2,2,weight
47753,2,0x2,2,weight
47754,2,0x2,2,weight
47755,2,0x2,2,weight
47756,2,0x2,2,weight
47757,2,0x2,2,weight
47758,2,0x2,2,weight
47759,2,0x2,2,weight
47760,1,0x1,1,weight
47761,1,0x1,1,weight
47762,1,0x1,1,weight
47763,1,0x1,1,weight
47764,1,0x1,1,weight
47765,1,0x1,1,weight
47766,1,0x1,1,weight
47767,1,0x1,1,weight
47768,2,0x2,2,weight
47769,2,0x2,2,weight
47770,2,0x2,2,weight
47771,2,0x2,2,weight
47772,2,0x2,2,weight
47773,2,0x2,2,weight
47774,2,0x2,2,weight
47775,2,0x2,2,weight
47776,1,0x1,1,weight
47777,1,0x1,1,weight
47778,1,0x1,1,weight
47779,1,0x1,1,weight
47780,1,0x1,1,weight
47781,1,0x1,1,weight
47782,1,0x1,1,weight
47783,1,0x1,1,weight
47784,2,0x2,2,weight
47785,2,0x2,2,weight
47786,2,0x2,2,weight
47787,2,0x2,2,weight
47788,2,0x2,2,weight
47789,2,0x2,2,weight
47790,2,0x2,2,weight
47791,2,0x2,2,weight
47792,1,0x1,1,weight
47793,1,0x1,1,weight
47794,1,0x1,1,weight
47795,1,0x1,1,weight
47796,1,0x1,1,weight
47797,1,0x1,1,weight
47798,1,0x1,1,weight
47799,1,0x1,1,weight
47800,2,0x2,2,weight
47801,2,0x2,2,weight
47802,2,0x2,2,weight
47803,2,0x2,2,weight
47804,2,0x2,2,weight
47805,2,0x2,2,weight
47806,2,0x2,2,weight
47807,2,0x2,2,weight
47808,128,0x80,-128,scale_factor_byte
47809,63,0x3f,63,scale_factor_byte
47810,0,0x0,0,scale_factor_byte
47811,63,0x3f,63,scale_factor_byte
47812,128,0x80,-128,scale_factor_byte
47813,63,0x3f,63,scale_factor_byte
47814,0,0x0,0,scale_factor_byte
47815,63,0x3f,63,scale_factor_byte
47816,128,0x80,-128,scale_factor_byte
47817,63,0x3f,63,scale_factor_byte
47818,0,0x0,0,scale_factor_byte
47819,63,0x3f,63,scale_factor_byte
47820,128,0x80,-128,scale_factor_byte
47821,63,0x3f,63,scale_factor_byte
47822,0,0x0,0,scale_factor_byte
47823,63,0x3f,63,scale_factor_byte
47824,128,0x80,-128,scale_factor_byte
47825,63,0x3f,63,scale_factor_byte
47826,0,0x0,0,scale_factor_byte
47827,63,0x3f,63,scale_factor_byte
47828,128,0x80,-128,scale_factor_byte
47829,63,0x3f,63,scale_factor_byte
47830,0,0x0,0,scale_factor_byte
47831,63,0x3f,63,scale_factor_byte
47832,128,0x80,-128,scale_factor_byte
47833,63,0x3f,63,scale_factor_byte
47834,0,0x0,0,scale_factor_byte
47835,63,0x3f,63,scale_factor_byte
47836,128,0x80,-128,scale_factor_byte
47837,63,0x3f,63,scale_factor_byte
47838,0,0x0,0,scale_factor_byte
47839,63,0x3f,63,scale_factor_byte
47840,128,0x80,-128,scale_factor_byte
47841,63,0x3f,63,scale_factor_byte
47842,0,0x0,0,scale_factor_byte
47843,63,0x3f,63,scale_factor_byte
47844,128,0x80,-128,scale_factor_byte
47845,63,0x3f,63,scale_factor_byte
47846,0,0x0,0,scale_factor_byte
47847,63,0x3f,63,scale_factor_byte
47848,128,0x80,-128,scale_factor_byte
47849,63,0x3f,63,scale_factor_byte
47850,0,0x0,0,scale_factor_byte
47851,63,0x3f,63,scale_factor_byte
47852,128,0x80,-128,scale_factor_byte
47853,63,0x3f,63,scale_factor_byte
47854,0,0x0,0,scale_factor_byte
47855,63,0x3f,63,scale_factor_byte
47856,128,0x80,-128,scale_factor_byte
47857,63,0x3f,63,scale_factor_byte
47858,0,0x0,0,scale_factor_byte
47859,63,0x3f,63,scale_factor_byte
47860,128,0x80,-128,scale_factor_byte
47861,63,0x3f,63,scale_factor_byte
47862,0,0x0,0,scale_factor_byte
47863,63,0x3f,63,scale_factor_byte
47864,128,0x80,-128,scale_factor_byte
47865,63,0x3f,63,scale_factor_byte
47866,0,0x0,0,scale_factor_byte
47867,63,0x3f,63,scale_factor_byte
47868,128,0x80,-128,scale_factor_byte
47869,63,0x3f,63,scale_factor_byte
47870,0,0x0,0,scale_factor_byte
47871,63,0x3f,63,scale_factor_byte
47872,1,0x1,1,weight
47873,1,0x1,1,weight
47874,1,0x1,1,weight
47875,1,0x1,1,weight
47876,1,0x1,1,weight
47877,1,0x1,1,weight
47878,1,0x1,1,weight
47879,1,0x1,1,weight
47880,2,0x2,2,weight
47881,2,0x2,2,weight
47882,2,0x2,2,weight
47883,2,0x2,2,weight
47884,2,0x2,2,weight
47885,2,0x2,2,weight
47886,2,0x2,2,weight
47887,2,0x2,2,weight
47888,1,0x1,1,weight
47889,1,0x1,1,weight
47890,1,0x1,1,weight
47891,1,0x1,1,weight
47892,1,0x1,1,weight
47893,1,0x1,1,weight
47894,1,0x1,1,weight
47895,1,0x1,1,weight
47896,2,0x2,2,weight
47897,2,0x2,2,weight
47898,2,0x2,2,weight
47899,2,0x2,2,weight
47900,2,0x2,2,weight
47901,2,0x2,2,weight
47902,2,0x2,2,weight
47903,2,0x2,2,weight
47904,1,0x1,1,weight
47905,1,0x1,1,weight
47906,1,0x1,1,weight
47907,1,0x1,1,weight
47908,1,0x1,1,weight
47909,1,0x1,1,weight
47910,1,0x1,1,weight
47911,1,0x1,1,weight
47912,2,0x2,2,weight
47913,2,0x2,2,weight
47914,2,0x2,2,weight
47915,2,0x2,2,weight
47916,2,0x2,2,weight
47917,2,0x2,2,weight
47918,2,0x2,2,weight
47919,2,0x2,2,weight
47920,1,0x1,1,weight
47921,1,0x1,1,weight
47922,1,0x1,1,weight
47923,1,0x1,1,weight
47924,1,0x1,1,weight
47925,1,0x1,1,weight
47926,1,0x1,1,weight
47927,1,0x1,1,weight
47928,2,0x2,2,weight
47929,2,0x2,2,weight
47930,2,0x2,2,weight
47931,2,0x2,2,weight
47932,2,0x2,2,weight
47933,2,0x2,2,weight
47934,2,0x2,2,weight
47935,2,0x2,2,weight
47936,1,0x1,1,weight
47937,1,0x1,1,weight
47938,1,0x1,1,weight
47939,1,0x1,1,weight
47940,1,0x1,1,weight
47941,1,0x1,1,weight
47942,1,0x1,1,weight
47943,1,0x1,1,weight
47944,2,0x2,2,weight
47945,2,0x2,2,weight
47946,2,0x2,2,weight
47947,2,0x2,2,weight
47948,2,0x2,2,weight
47949,2,0x2,2,weight
47950,2,0x2,2,weight
47951,2,0x2,2,weight
47952,1,0x1,1,weight
47953,1,0x1,1,weight
47954,1,0x1,1,weight
47955,1,0x1,1,weight
47956,1,0x1,1,weight
47957,1,0x1,1,weight
47958,1,0x1,1,weight
47959,1,0x1,1,weight
47960,2,0x2,2,weight
47961,2,0x2,2,weight
47962,2,0x2,2,weight
47963,2,0x2,2,weight
47964,2,0x2,2,weight
47965,2,0x2,2,weight
47966,2,0x2,2,weight
47967,2,0x2,2,weight
47968,1,0x1,1,weight
47969,1,0x1,1,weight
47970,1,0x1,1,weight
47971,1,0x1,1,weight
47972,1,0x1,1,weight
47973,1,0x1,1,weight
47974,1,0x1,1,weight
47975,1,0x1,1,weight
47976,2,0x2,2,weight
47977,2,0x2,2,weight
47978,2,0x2,2,weight
47979,2,0x2,2,weight
47980,2,0x2,2,weight
47981,2,0x2,2,weight
47982,2,0x2,2,weight
47983,2,0x2,2,weight
47984,1,0x1,1,weight
47985,1,0x1,1,weight
47986,1,0x1,1,weight
47987,1,0x1,1,weight
47988,1,0x1,1,weight
47989,1,0x1,1,weight
47990,1,0x1,1,weight
47991,1,0x1,1,weight
47992,2,0x2,2,weight
47993,2,0x2,2,weight
47994,2,0x2,2,weight
47995,2,0x2,2,weight
47996,2,0x2,2,weight
47997,2,0x2,2,weight
47998,2,0x2,2,weight
47999,2,0x2,2,weight
48000,1,0x1,1,weight
48001,1,0x1,1,weight
48002,1,0x1,1,weight
48003,1,0x1,1,weight
48004,1,0x1,1,weight
48005,1,0x1,1,weight
48006,1,0x1,1,weight
48007,1,0x1,1,weight
48008,2,0x2,2,weight
48009,2,0x2,2,weight
48010,2,0x2,2,weight
48011,2,0x2,2,weight
48012,2,0x2,2,weight
48013,2,0x2,2,weight
48014,2,0x2,2,weight
48015,2,0x2,2,weight
48016,1,0x1,1,weight
48017,1,0x1,1,weight
48018,1,0x1,1,weight
48019,1,0x1,1,weight
48020,1,0x1,1,weight
48021,1,0x1,1,weight
48022,1,0x1,1,weight
48023,1,0x1,1,weight
48024,2,0x2,2,weight
48025,2,0x2,2,weight
48026,2,0x2,2,weight
48027,2,0x2,2,weight
48028,2,0x2,2,weight
48029,2,0x2,2,weight
48030,2,0x2,2,weight
48031,2,0x2,2,weight
48032,1,0x1,1,weight
48033,1,0x1,1,weight
48034,1,0x1,1,weight
48035,1,0x1,1,weight
48036,1,0x1,1,weight
48037,1,0x1,1,weight
48038,1,0x1,1,weight
48039,1,0x1,1,weight
48040,2,0x2,2,weight
48041,2,0x2,2,weight
48042,2,0x2,2,weight
48043,2,0x2,2,weight
48044,2,0x2,2,weight
48045,2,0x2,2,weight
48046,2,0x2,2,weight
48047,2,0x2,2,weight
48048,1,0x1,1,weight
48049,1,0x1,1,weight
48050,1,0x1,1,weight
48051,1,0x1,1,weight
48052,1,0x1,1,weight
48053,1,0x1,1,weight
48054,1,0x1,1,weight
48055,1,0x1,1,weight
48056,2,0x2,2,weight
48057,2,0x2,2,weight
48058,2,0x2,2,weight
48059,2,0x2,2,weight
48060,2,0x2,2,weight
48061,2,0x2,2,weight
48062,2,0x2,2,weight
48063,2,0x2,2,weight
48064,1,0x1,1,weight
48065,1,0x1,1,weight
48066,1,0x1,1,weight
48067,1,0x1,1,weight
48068,1,0x1,1,weight
48069,1,0x1,1,weight
48070,1,0x1,1,weight
48071,1,0x1,1,weight
48072,2,0x2,2,weight
48073,2,0x2,2,weight
48074,2,0x2,2,weight
48075,2,0x2,2,weight
48076,2,0x2,2,weight
48077,2,0x2,2,weight
48078,2,0x2,2,weight
48079,2,0x2,2,weight
48080,1,0x1,1,weight
48081,1,0x1,1,weight
48082,1,0x1,1,weight
48083,1,0x1,1,weight
48084,1,0x1,1,weight
48085,1,0x1,1,weight
48086,1,0x1,1,weight
48087,1,0x1,1,weight
48088,2,0x2,2,weight
48089,2,0x2,2,weight
48090,2,0x2,2,weight
48091,2,0x2,2,weight
48092,2,0x2,2,weight
48093,2,0x2,2,weight
48094,2,0x2,2,weight
48095,2,0x2,2,weight
48096,1,0x1,1,weight
48097,1,0x1,1,weight
48098,1,0x1,1,weight
48099,1,0x1,1,weight
48100,1,0x1,1,weight
48101,1,0x1,1,weight
48102,1,0x1,1,weight
48103,1,0x1,1,weight
48104,2,0x2,2,weight
48105,2,0x2,2,weight
48106,2,0x2,2,weight
48107,2,0x2,2,weight
48108,2,0x2,2,weight
48109,2,0x2,2,weight
48110,2,0x2,2,weight
48111,2,0x2,2,weight
48112,1,0x1,1,weight
48113,1,0x1,1,weight
48114,1,0x1,1,weight
48115,1,0x1,1,weight
48116,1,0x1,1,weight
48117,1,0x1,1,weight
48118,1,0x1,1,weight
48119,1,0x1,1,weight
48120,2,0x2,2,weight
48121,2,0x2,2,weight
48122,2,0x2,2,weight
48123,2,0x2,2,weight
48124,2,0x2,2,weight
48125,2,0x2,2,weight
48126,2,0x2,2,weight
48127,2,0x2,2,weight
48128,1,0x1,1,weight
48129,1,0x1,1,weight
48130,1,0x1,1,weight
48131,1,0x1,1,weight
48132,1,0x1,1,weight
48133,1,0x1,1,weight
48134,1,0x1,1,weight
48135,1,0x1,1,weight
48136,2,0x2,2,weight
48137,2,0x2,2,weight
48138,2,0x2,2,weight
48139,2,0x2,2,weight
48140,2,0x2,2,weight
48141,2,0x2,2,weight
48142,2,0x2,2,weight
48143,2,0x2,2,weight
48144,1,0x1,1,weight
48145,1,0x1,1,weight
48146,1,0x1,1,weight
48147,1,0x1,1,weight
48148,1,0x1,1,weight
48149,1,0x1,1,weight
48150,1,0x1,1,weight
48151,1,0x1,1,weight
48152,2,0x2,2,weight
48153,2,0x2,2,weight
48154,2,0x2,2,weight
48155,2,0x2,2,weight
48156,2,0x2,2,weight
48157,2,0x2,2,weight
48158,2,0x2,2,weight
48159,2,0x2,2,weight
48160,1,0x1,1,weight
48161,1,0x1,1,weight
48162,1,0x1,1,weight
48163,1,0x1,1,weight
48164,1,0x1,1,weight
48165,1,0x1,1,weight
48166,1,0x1,1,weight
48167,1,0x1,1,weight
48168,2,0x2,2,weight
48169,2,0x2,2,weight
48170,2,0x2,2,weight
48171,2,0x2,2,weight
48172,2,0x2,2,weight
48173,2,0x2,2,weight
48174,2,0x2,2,weight
48175,2,0x2,2,weight
48176,1,0x1,1,weight
48177,1,0x1,1,weight
48178,1,0x1,1,weight
48179,1,0x1,1,weight
48180,1,0x1,1,weight
48181,1,0x1,1,weight
48182,1,0x1,1,weight
48183,1,0x1,1,weight
48184,2,0x2,2,weight
48185,2,0x2,2,weight
48186,2,0x2,2,weight
48187,2,0x2,2,weight
48188,2,0x2,2,weight
48189,2,0x2,2,weight
48190,2,0x2,2,weight
48191,2,0x2,2,weight
48192,1,0x1,1,weight
48193,1,0x1,1,weight
48194,1,0x1,1,weight
48195,1,0x1,1,weight
48196,1,0x1,1,weight
48197,1,0x1,1,weight
48198,1,0x1,1,weight
48199,1,0x1,1,weight
48200,2,0x2,2,weight
48201,2,0x2,2,weight
48202,2,0x2,2,weight
48203,2,0x2,2,weight
48204,2,0x2,2,weight
48205,2,0x2,2,weight
48206,2,0x2,2,weight
48207,2,0x2,2,weight
48208,1,0x1,1,weight
48209,1,0x1,1,weight
48210,1,0x1,1,weight
48211,1,0x1,1,weight
48212,1,0x1,1,weight
48213,1,0x1,1,weight
48214,1,0x1,1,weight
48215,1,0x1,1,weight
48216,2,0x2,2,weight
48217,2,0x2,2,weight
48218,2,0x2,2,weight
48219,2,0x2,2,weight
48220,2,0x2,2,weight
48221,2,0x2,2,weight
48222,2,0x2,2,weight
48223,2,0x2,2,weight
48224,1,0x1,1,weight
48225,1,0x1,1,weight
48226,1,0x1,1,weight
48227,1,0x1,1,weight
48228,1,0x1,1,weight
48229,1,0x1,1,weight
48230,1,0x1,1,weight
48231,1,0x1,1,weight
48232,2,0x2,2,weight
48233,2,0x2,2,weight
48234,2,0x2,2,weight
48235,2,0x2,2,weight
48236,2,0x2,2,weight
48237,2,0x2,2,weight
48238,2,0x2,2,weight
48239,2,0x2,2,weight
48240,1,0x1,1,weight
48241,1,0x1,1,weight
48242,1,0x1,1,weight
48243,1,0x1,1,weight
48244,1,0x1,1,weight
48245,1,0x1,1,weight
48246,1,0x1,1,weight
48247,1,0x1,1,weight
48248,2,0x2,2,weight
48249,2,0x2,2,weight
48250,2,0x2,2,weight
48251,2,0x2,2,weight
48252,2,0x2,2,weight
48253,2,0x2,2,weight
48254,2,0x2,2,weight
48255,2,0x2,2,weight
48256,1,0x1,1,weight
48257,1,0x1,1,weight
48258,1,0x1,1,weight
48259,1,0x1,1,weight
48260,1,0x1,1,weight
48261,1,0x1,1,weight
48262,1,0x1,1,weight
48263,1,0x1,1,weight
48264,2,0x2,2,weight
48265,2,0x2,2,weight
48266,2,0x2,2,weight
48267,2,0x2,2,weight
48268,2,0x2,2,weight
48269,2,0x2,2,weight
48270,2,0x2,2,weight
48271,2,0x2,2,weight
48272,1,0x1,1,weight
48273,1,0x1,1,weight
48274,1,0x1,1,weight
48275,1,0x1,1,weight
48276,1,0x1,1,weight
48277,1,0x1,1,weight
48278,1,0x1,1,weight
48279,1,0x1,1,weight
48280,2,0x2,2,weight
48281,2,0x2,2,weight
48282,2,0x2,2,weight
48283,2,0x2,2,weight
48284,2,0x2,2,weight
48285,2,0x2,2,weight
48286,2,0x2,2,weight
48287,2,0x2,2,weight
48288,1,0x1,1,weight
48289,1,0x1,1,weight
48290,1,0x1,1,weight
48291,1,0x1,1,weight
48292,1,0x1,1,weight
48293,1,0x1,1,weight
48294,1,0x1,1,weight
48295,1,0x1,1,weight
48296,2,0x2,2,weight
48297,2,0x2,2,weight
48298,2,0x2,2,weight
48299,2,0x2,2,weight
48300,2,0x2,2,weight
48301,2,0x2,2,weight
48302,2,0x2,2,weight
48303,2,0x2,2,weight
48304,1,0x1,1,weight
48305,1,0x1,1,weight
48306,1,0x1,1,weight
48307,1,0x1,1,weight
48308,1,0x1,1,weight
48309,1,0x1,1,weight
48310,1,0x1,1,weight
48311,1,0x1,1,weight
48312,2,0x2,2,weight
48313,2,0x2,2,weight
48314,2,0x2,2,weight
48315,2,0x2,2,weight
48316,2,0x2,2,weight
48317,2,0x2,2,weight
48318,2,0x2,2,weight
48319,2,0x2,2,weight
48320,1,0x1,1,weight
48321,1,0x1,1,weight
48322,1,0x1,1,weight
48323,1,0x1,1,weight
48324,1,0x1,1,weight
48325,1,0x1,1,weight
48326,1,0x1,1,weight
48327,1,0x1,1,weight
48328,2,0x2,2,weight
48329,2,0x2,2,weight
48330,2,0x2,2,weight
48331,2,0x2,2,weight
48332,2,0x2,2,weight
48333,2,0x2,2,weight
48334,2,0x2,2,weight
48335,2,0x2,2,weight
48336,1,0x1,1,weight
48337,1,0x1,1,weight
48338,1,0x1,1,weight
48339,1,0x1,1,weight
48340,1,0x1,1,weight
48341,1,0x1,1,weight
48342,1,0x1,1,weight
48343,1,0x1,1,weight
48344,2,0x2,2,weight
48345,2,0x2,2,weight
48346,2,0x2,2,weight
48347,2,0x2,2,weight
48348,2,0x2,2,weight
48349,2,0x2,2,weight
48350,2,0x2,2,weight
48351,2,0x2,2,weight
48352,1,0x1,1,weight
48353,1,0x1,1,weight
48354,1,0x1,1,weight
48355,1,0x1,1,weight
48356,1,0x1,1,weight
48357,1,0x1,1,weight
48358,1,0x1,1,weight
48359,1,0x1,1,weight
48360,2,0x2,2,weight
48361,2,0x2,2,weight
48362,2,0x2,2,weight
48363,2,0x2,2,weight
48364,2,0x2,2,weight
48365,2,0x2,2,weight
48366,2,0x2,2,weight
48367,2,0x2,2,weight
48368,1,0x1,1,weight
48369,1,0x1,1,weight
48370,1,0x1,1,weight
48371,1,0x1,1,weight
48372,1,0x1,1,weight
48373,1,0x1,1,weight
48374,1,0x1,1,weight
48375,1,0x1,1,weight
48376,2,0x2,2,weight
48377,2,0x2,2,weight
48378,2,0x2,2,weight
48379,2,0x2,2,weight
48380,2,0x2,2,weight
48381,2,0x2,2,weight
48382,2,0x2,2,weight
48383,2,0x2,2,weight
48384,1,0x1,1,weight
48385,1,0x1,1,weight
48386,1,0x1,1,weight
48387,1,0x1,1,weight
48388,1,0x1,1,weight
48389,1,0x1,1,weight
48390,1,0x1,1,weight
48391,1,0x1,1,weight
48392,2,0x2,2,weight
48393,2,0x2,2,weight
48394,2,0x2,2,weight
48395,2,0x2,2,weight
48396,2,0x2,2,weight
48397,2,0x2,2,weight
48398,2,0x2,2,weight
48399,2,0x2,2,weight
48400,1,0x1,1,weight
48401,1,0x1,1,weight
48402,1,0x1,1,weight
48403,1,0x1,1,weight
48404,1,0x1,1,weight
48405,1,0x1,1,weight
48406,1,0x1,1,weight
48407,1,0x1,1,weight
48408,2,0x2,2,weight
48409,2,0x2,2,weight
48410,2,0x2,2,weight
48411,2,0x2,2,weight
48412,2,0x2,2,weight
48413,2,0x2,2,weight
48414,2,0x2,2,weight
48415,2,0x2,2,weight
48416,1,0x1,1,weight
48417,1,0x1,1,weight
48418,1,0x1,1,weight
48419,1,0x1,1,weight
48420,1,0x1,1,weight
48421,1,0x1,1,weight
48422,1,0x1,1,weight
48423,1,0x1,1,weight
48424,2,0x2,2,weight
48425,2,0x2,2,weight
48426,2,0x2,2,weight
48427,2,0x2,2,weight
48428,2,0x2,2,weight
48429,2,0x2,2,weight
48430,2,0x2,2,weight
48431,2,0x2,2,weight
48432,1,0x1,1,weight
48433,1,0x1,1,weight
48434,1,0x1,1,weight
48435,1,0x1,1,weight
48436,1,0x1,1,weight
48437,1,0x1,1,weight
48438,1,0x1,1,weight
48439,1,0x1,1,weight
48440,2,0x2,2,weight
48441,2,0x2,2,weight
48442,2,0x2,2,weight
48443,2,0x2,2,weight
48444,2,0x2,2,weight
48445,2,0x2,2,weight
48446,2,0x2,2,weight
48447,2,0x2,2,weight
48448,1,0x1,1,weight
48449,1,0x1,1,weight
48450,1,0x1,1,weight
48451,1,0x1,1,weight
48452,1,0x1,1,weight
48453,1,0x1,1,weight
48454,1,0x1,1,weight
48455,1,0x1,1,weight
48456,2,0x2,2,weight
48457,2,0x2,2,weight
48458,2,0x2,2,weight
48459,2,0x2,2,weight
48460,2,0x2,2,weight
48461,2,0x2,2,weight
48462,2,0x2,2,weight
48463,2,0x2,2,weight
48464,1,0x1,1,weight
48465,1,0x1,1,weight
48466,1,0x1,1,weight
48467,1,0x1,1,weight
48468,1,0x1,1,weight
48469,1,0x1,1,weight
48470,1,0x1,1,weight
48471,1,0x1,1,weight
48472,2,0x2,2,weight
48473,2,0x2,2,weight
48474,2,0x2,2,weight
48475,2,0x2,2,weight
48476,2,0x2,2,weight
48477,2,0x2,2,weight
48478,2,0x2,2,weight
48479,2,0x2,2,weight
48480,1,0x1,1,weight
48481,1,0x1,1,weight
48482,1,0x1,1,weight
48483,1,0x1,1,weight
48484,1,0x1,1,weight
48485,1,0x1,1,weight
48486,1,0x1,1,weight
48487,1,0x1,1,weight
48488,2,0x2,2,weight
48489,2,0x2,2,weight
48490,2,0x2,2,weight
48491,2,0x2,2,weight
48492,2,0x2,2,weight
48493,2,0x2,2,weight
48494,2,0x2,2,weight
48495,2,0x2,2,weight
48496,1,0x1,1,weight
48497,1,0x1,1,weight
48498,1,0x1,1,weight
48499,1,0x1,1,weight
48500,1,0x1,1,weight
48501,1,0x1,1,weight
48502,1,0x1,1,weight
48503,1,0x1,1,weight
48504,2,0x2,2,weight
48505,2,0x2,2,weight
48506,2,0x2,2,weight
48507,2,0x2,2,weight
48508,2,0x2,2,weight
48509,2,0x2,2,weight
48510,2,0x2,2,weight
48511,2,0x2,2,weight
48512,1,0x1,1,weight
48513,1,0x1,1,weight
48514,1,0x1,1,weight
48515,1,0x1,1,weight
48516,1,0x1,1,weight
48517,1,0x1,1,weight
48518,1,0x1,1,weight
48519,1,0x1,1,weight
48520,2,0x2,2,weight
48521,2,0x2,2,weight
48522,2,0x2,2,weight
48523,2,0x2,2,weight
48524,2,0x2,2,weight
48525,2,0x2,2,weight
48526,2,0x2,2,weight
48527,2,0x2,2,weight
48528,1,0x1,1,weight
48529,1,0x1,1,weight
48530,1,0x1,1,weight
48531,1,0x1,1,weight
48532,1,0x1,1,weight
48533,1,0x1,1,weight
48534,1,0x1,1,weight
48535,1,0x1,1,weight
48536,2,0x2,2,weight
48537,2,0x2,2,weight
48538,2,0x2,2,weight
48539,2,0x2,2,weight
48540,2,0x2,2,weight
48541,2,0x2,2,weight
48542,2,0x2,2,weight
48543,2,0x2,2,weight
48544,1,0x1,1,weight
48545,1,0x1,1,weight
48546,1,0x1,1,weight
48547,1,0x1,1,weight
48548,1,0x1,1,weight
48549,1,0x1,1,weight
48550,1,0x1,1,weight
48551,1,0x1,1,weight
48552,2,0x2,2,weight
