# BVec Structured Data (Tile Organization)
# Large tiles: 256
# Each large tile: 1024 weights + 32 scale factors
# Format: tile_type,large_tile_idx,small_tile_idx,element_idx,value
# Large Tile 0 (row=0, col=0)
weight,44,6,0,1
weight,44,6,1,1
weight,44,6,2,1
weight,44,6,3,1
weight,44,6,4,1
weight,44,6,5,1
weight,44,6,6,1
weight,44,6,7,1
weight,44,6,8,2
weight,44,6,9,2
weight,44,6,10,2
weight,44,6,11,2
weight,44,6,12,2
weight,44,6,13,2
weight,44,6,14,2
weight,44,6,15,2
weight,44,6,16,1
weight,44,6,17,1
weight,44,6,18,1
weight,44,6,19,1
weight,44,6,20,1
weight,44,6,21,1
weight,44,6,22,1
weight,44,6,23,1
weight,44,6,24,2
weight,44,6,25,2
weight,44,6,26,2
weight,44,6,27,2
weight,44,6,28,2
weight,44,6,29,2
weight,44,6,30,2
weight,44,6,31,2
weight,44,6,32,1
weight,44,6,33,1
weight,44,6,34,1
weight,44,6,35,1
weight,44,6,36,1
weight,44,6,37,1
weight,44,6,38,1
weight,44,6,39,1
weight,44,6,40,2
weight,44,6,41,2
weight,44,6,42,2
weight,44,6,43,2
weight,44,6,44,2
weight,44,6,45,2
weight,44,6,46,2
weight,44,6,47,2
weight,44,6,48,1
weight,44,6,49,1
weight,44,6,50,1
weight,44,6,51,1
weight,44,6,52,1
weight,44,6,53,1
weight,44,6,54,1
weight,44,6,55,1
weight,44,6,56,2
weight,44,6,57,2
weight,44,6,58,2
weight,44,6,59,2
weight,44,6,60,2
weight,44,6,61,2
weight,44,6,62,2
weight,44,6,63,2
weight,44,7,0,1
weight,44,7,1,1
weight,44,7,2,1
weight,44,7,3,1
weight,44,7,4,1
weight,44,7,5,1
weight,44,7,6,1
weight,44,7,7,1
weight,44,7,8,2
weight,44,7,9,2
weight,44,7,10,2
weight,44,7,11,2
weight,44,7,12,2
weight,44,7,13,2
weight,44,7,14,2
weight,44,7,15,2
weight,44,7,16,1
weight,44,7,17,1
weight,44,7,18,1
weight,44,7,19,1
weight,44,7,20,1
weight,44,7,21,1
weight,44,7,22,1
weight,44,7,23,1
weight,44,7,24,2
weight,44,7,25,2
weight,44,7,26,2
weight,44,7,27,2
weight,44,7,28,2
weight,44,7,29,2
weight,44,7,30,2
weight,44,7,31,2
weight,44,7,32,1
weight,44,7,33,1
weight,44,7,34,1
weight,44,7,35,1
weight,44,7,36,1
weight,44,7,37,1
weight,44,7,38,1
weight,44,7,39,1
weight,44,7,40,2
weight,44,7,41,2
weight,44,7,42,2
weight,44,7,43,2
weight,44,7,44,2
weight,44,7,45,2
weight,44,7,46,2
weight,44,7,47,2
weight,44,7,48,1
weight,44,7,49,1
weight,44,7,50,1
weight,44,7,51,1
weight,44,7,52,1
weight,44,7,53,1
weight,44,7,54,1
weight,44,7,55,1
weight,44,7,56,2
weight,44,7,57,2
weight,44,7,58,2
weight,44,7,59,2
weight,44,7,60,2
weight,44,7,61,2
weight,44,7,62,2
weight,44,7,63,2
weight,44,8,0,1
weight,44,8,1,1
weight,44,8,2,1
weight,44,8,3,1
weight,44,8,4,1
weight,44,8,5,1
weight,44,8,6,1
weight,44,8,7,1
weight,44,8,8,2
weight,44,8,9,2
weight,44,8,10,2
weight,44,8,11,2
weight,44,8,12,2
weight,44,8,13,2
weight,44,8,14,2
weight,44,8,15,2
weight,44,8,16,1
weight,44,8,17,1
weight,44,8,18,1
weight,44,8,19,1
weight,44,8,20,1
weight,44,8,21,1
weight,44,8,22,1
weight,44,8,23,1
weight,44,8,24,2
weight,44,8,25,2
weight,44,8,26,2
weight,44,8,27,2
weight,44,8,28,2
weight,44,8,29,2
weight,44,8,30,2
weight,44,8,31,2
weight,44,8,32,1
weight,44,8,33,1
weight,44,8,34,1
weight,44,8,35,1
weight,44,8,36,1
weight,44,8,37,1
weight,44,8,38,1
weight,44,8,39,1
weight,44,8,40,2
weight,44,8,41,2
weight,44,8,42,2
weight,44,8,43,2
weight,44,8,44,2
weight,44,8,45,2
weight,44,8,46,2
weight,44,8,47,2
weight,44,8,48,1
weight,44,8,49,1
weight,44,8,50,1
weight,44,8,51,1
weight,44,8,52,1
weight,44,8,53,1
weight,44,8,54,1
weight,44,8,55,1
weight,44,8,56,2
weight,44,8,57,2
weight,44,8,58,2
weight,44,8,59,2
weight,44,8,60,2
weight,44,8,61,2
weight,44,8,62,2
weight,44,8,63,2
weight,44,9,0,1
weight,44,9,1,1
weight,44,9,2,1
weight,44,9,3,1
weight,44,9,4,1
weight,44,9,5,1
weight,44,9,6,1
weight,44,9,7,1
weight,44,9,8,2
weight,44,9,9,2
weight,44,9,10,2
weight,44,9,11,2
weight,44,9,12,2
weight,44,9,13,2
weight,44,9,14,2
weight,44,9,15,2
weight,44,9,16,1
weight,44,9,17,1
weight,44,9,18,1
weight,44,9,19,1
weight,44,9,20,1
weight,44,9,21,1
weight,44,9,22,1
weight,44,9,23,1
weight,44,9,24,2
weight,44,9,25,2
weight,44,9,26,2
weight,44,9,27,2
weight,44,9,28,2
weight,44,9,29,2
weight,44,9,30,2
weight,44,9,31,2
weight,44,9,32,1
weight,44,9,33,1
weight,44,9,34,1
weight,44,9,35,1
weight,44,9,36,1
weight,44,9,37,1
weight,44,9,38,1
weight,44,9,39,1
weight,44,9,40,2
weight,44,9,41,2
weight,44,9,42,2
weight,44,9,43,2
weight,44,9,44,2
weight,44,9,45,2
weight,44,9,46,2
weight,44,9,47,2
weight,44,9,48,1
weight,44,9,49,1
weight,44,9,50,1
weight,44,9,51,1
weight,44,9,52,1
weight,44,9,53,1
weight,44,9,54,1
weight,44,9,55,1
weight,44,9,56,2
weight,44,9,57,2
weight,44,9,58,2
weight,44,9,59,2
weight,44,9,60,2
weight,44,9,61,2
weight,44,9,62,2
weight,44,9,63,2
weight,44,10,0,1
weight,44,10,1,1
weight,44,10,2,1
weight,44,10,3,1
weight,44,10,4,1
weight,44,10,5,1
weight,44,10,6,1
weight,44,10,7,1
weight,44,10,8,2
weight,44,10,9,2
weight,44,10,10,2
weight,44,10,11,2
weight,44,10,12,2
weight,44,10,13,2
weight,44,10,14,2
weight,44,10,15,2
weight,44,10,16,1
weight,44,10,17,1
weight,44,10,18,1
weight,44,10,19,1
weight,44,10,20,1
weight,44,10,21,1
weight,44,10,22,1
weight,44,10,23,1
weight,44,10,24,2
weight,44,10,25,2
weight,44,10,26,2
weight,44,10,27,2
weight,44,10,28,2
weight,44,10,29,2
weight,44,10,30,2
weight,44,10,31,2
weight,44,10,32,1
weight,44,10,33,1
weight,44,10,34,1
weight,44,10,35,1
weight,44,10,36,1
weight,44,10,37,1
weight,44,10,38,1
weight,44,10,39,1
weight,44,10,40,2
weight,44,10,41,2
weight,44,10,42,2
weight,44,10,43,2
weight,44,10,44,2
weight,44,10,45,2
weight,44,10,46,2
weight,44,10,47,2
weight,44,10,48,1
weight,44,10,49,1
weight,44,10,50,1
weight,44,10,51,1
weight,44,10,52,1
weight,44,10,53,1
weight,44,10,54,1
weight,44,10,55,1
weight,44,10,56,2
weight,44,10,57,2
weight,44,10,58,2
weight,44,10,59,2
weight,44,10,60,2
weight,44,10,61,2
weight,44,10,62,2
weight,44,10,63,2
weight,44,11,0,1
weight,44,11,1,1
weight,44,11,2,1
weight,44,11,3,1
weight,44,11,4,1
weight,44,11,5,1
weight,44,11,6,1
weight,44,11,7,1
weight,44,11,8,2
weight,44,11,9,2
weight,44,11,10,2
weight,44,11,11,2
weight,44,11,12,2
weight,44,11,13,2
weight,44,11,14,2
weight,44,11,15,2
weight,44,11,16,1
weight,44,11,17,1
weight,44,11,18,1
weight,44,11,19,1
weight,44,11,20,1
weight,44,11,21,1
weight,44,11,22,1
weight,44,11,23,1
weight,44,11,24,2
weight,44,11,25,2
weight,44,11,26,2
weight,44,11,27,2
weight,44,11,28,2
weight,44,11,29,2
weight,44,11,30,2
weight,44,11,31,2
weight,44,11,32,1
weight,44,11,33,1
weight,44,11,34,1
weight,44,11,35,1
weight,44,11,36,1
weight,44,11,37,1
weight,44,11,38,1
weight,44,11,39,1
weight,44,11,40,2
weight,44,11,41,2
weight,44,11,42,2
weight,44,11,43,2
weight,44,11,44,2
weight,44,11,45,2
weight,44,11,46,2
weight,44,11,47,2
weight,44,11,48,1
weight,44,11,49,1
weight,44,11,50,1
weight,44,11,51,1
weight,44,11,52,1
weight,44,11,53,1
weight,44,11,54,1
weight,44,11,55,1
weight,44,11,56,2
weight,44,11,57,2
weight,44,11,58,2
weight,44,11,59,2
weight,44,11,60,2
weight,44,11,61,2
weight,44,11,62,2
weight,44,11,63,2
weight,44,12,0,1
weight,44,12,1,1
weight,44,12,2,1
weight,44,12,3,1
weight,44,12,4,1
weight,44,12,5,1
weight,44,12,6,1
weight,44,12,7,1
weight,44,12,8,2
weight,44,12,9,2
weight,44,12,10,2
weight,44,12,11,2
weight,44,12,12,2
weight,44,12,13,2
weight,44,12,14,2
weight,44,12,15,2
weight,44,12,16,1
weight,44,12,17,1
weight,44,12,18,1
weight,44,12,19,1
weight,44,12,20,1
weight,44,12,21,1
weight,44,12,22,1
weight,44,12,23,1
weight,44,12,24,2
weight,44,12,25,2
weight,44,12,26,2
weight,44,12,27,2
weight,44,12,28,2
weight,44,12,29,2
weight,44,12,30,2
weight,44,12,31,2
weight,44,12,32,1
weight,44,12,33,1
weight,44,12,34,1
weight,44,12,35,1
weight,44,12,36,1
weight,44,12,37,1
weight,44,12,38,1
weight,44,12,39,1
weight,44,12,40,2
weight,44,12,41,2
weight,44,12,42,2
weight,44,12,43,2
weight,44,12,44,2
weight,44,12,45,2
weight,44,12,46,2
weight,44,12,47,2
weight,44,12,48,1
weight,44,12,49,1
weight,44,12,50,1
weight,44,12,51,1
weight,44,12,52,1
weight,44,12,53,1
weight,44,12,54,1
weight,44,12,55,1
weight,44,12,56,2
weight,44,12,57,2
weight,44,12,58,2
weight,44,12,59,2
weight,44,12,60,2
weight,44,12,61,2
weight,44,12,62,2
weight,44,12,63,2
weight,44,13,0,1
weight,44,13,1,1
weight,44,13,2,1
weight,44,13,3,1
weight,44,13,4,1
weight,44,13,5,1
weight,44,13,6,1
weight,44,13,7,1
weight,44,13,8,2
weight,44,13,9,2
weight,44,13,10,2
weight,44,13,11,2
weight,44,13,12,2
weight,44,13,13,2
weight,44,13,14,2
weight,44,13,15,2
weight,44,13,16,1
weight,44,13,17,1
weight,44,13,18,1
weight,44,13,19,1
weight,44,13,20,1
weight,44,13,21,1
weight,44,13,22,1
weight,44,13,23,1
weight,44,13,24,2
weight,44,13,25,2
weight,44,13,26,2
weight,44,13,27,2
weight,44,13,28,2
weight,44,13,29,2
weight,44,13,30,2
weight,44,13,31,2
weight,44,13,32,1
weight,44,13,33,1
weight,44,13,34,1
weight,44,13,35,1
weight,44,13,36,1
weight,44,13,37,1
weight,44,13,38,1
weight,44,13,39,1
weight,44,13,40,2
weight,44,13,41,2
weight,44,13,42,2
weight,44,13,43,2
weight,44,13,44,2
weight,44,13,45,2
weight,44,13,46,2
weight,44,13,47,2
weight,44,13,48,1
weight,44,13,49,1
weight,44,13,50,1
weight,44,13,51,1
weight,44,13,52,1
weight,44,13,53,1
weight,44,13,54,1
weight,44,13,55,1
weight,44,13,56,2
weight,44,13,57,2
weight,44,13,58,2
weight,44,13,59,2
weight,44,13,60,2
weight,44,13,61,2
weight,44,13,62,2
weight,44,13,63,2
weight,44,14,0,1
weight,44,14,1,1
weight,44,14,2,1
weight,44,14,3,1
weight,44,14,4,1
weight,44,14,5,1
weight,44,14,6,1
weight,44,14,7,1
weight,44,14,8,2
weight,44,14,9,2
weight,44,14,10,2
weight,44,14,11,2
weight,44,14,12,2
weight,44,14,13,2
weight,44,14,14,2
weight,44,14,15,2
weight,44,14,16,1
weight,44,14,17,1
weight,44,14,18,1
weight,44,14,19,1
weight,44,14,20,1
weight,44,14,21,1
weight,44,14,22,1
weight,44,14,23,1
weight,44,14,24,2
weight,44,14,25,2
weight,44,14,26,2
weight,44,14,27,2
weight,44,14,28,2
weight,44,14,29,2
weight,44,14,30,2
weight,44,14,31,2
weight,44,14,32,1
weight,44,14,33,1
weight,44,14,34,1
weight,44,14,35,1
weight,44,14,36,1
weight,44,14,37,1
weight,44,14,38,1
weight,44,14,39,1
weight,44,14,40,2
weight,44,14,41,2
weight,44,14,42,2
weight,44,14,43,2
weight,44,14,44,2
weight,44,14,45,2
weight,44,14,46,2
weight,44,14,47,2
weight,44,14,48,1
weight,44,14,49,1
weight,44,14,50,1
weight,44,14,51,1
weight,44,14,52,1
weight,44,14,53,1
weight,44,14,54,1
weight,44,14,55,1
weight,44,14,56,2
weight,44,14,57,2
weight,44,14,58,2
weight,44,14,59,2
weight,44,14,60,2
weight,44,14,61,2
weight,44,14,62,2
weight,44,14,63,2
weight,44,15,0,1
weight,44,15,1,1
weight,44,15,2,1
weight,44,15,3,1
weight,44,15,4,1
weight,44,15,5,1
weight,44,15,6,1
weight,44,15,7,1
weight,44,15,8,2
weight,44,15,9,2
weight,44,15,10,2
weight,44,15,11,2
weight,44,15,12,2
weight,44,15,13,2
weight,44,15,14,2
weight,44,15,15,2
weight,44,15,16,1
weight,44,15,17,1
weight,44,15,18,1
weight,44,15,19,1
weight,44,15,20,1
weight,44,15,21,1
weight,44,15,22,1
weight,44,15,23,1
weight,44,15,24,2
weight,44,15,25,2
weight,44,15,26,2
weight,44,15,27,2
weight,44,15,28,2
weight,44,15,29,2
weight,44,15,30,2
weight,44,15,31,2
weight,44,15,32,1
weight,44,15,33,1
weight,44,15,34,1
weight,44,15,35,1
weight,44,15,36,1
weight,44,15,37,1
weight,44,15,38,1
weight,44,15,39,1
weight,44,15,40,2
weight,44,15,41,2
weight,44,15,42,2
weight,44,15,43,2
weight,44,15,44,2
weight,44,15,45,2
weight,44,15,46,2
weight,44,15,47,2
weight,44,15,48,1
weight,44,15,49,1
weight,44,15,50,1
weight,44,15,51,1
weight,44,15,52,1
weight,44,15,53,1
weight,44,15,54,1
weight,44,15,55,1
weight,44,15,56,2
weight,44,15,57,2
weight,44,15,58,2
weight,44,15,59,2
weight,44,15,60,2
weight,44,15,61,2
weight,44,15,62,2
weight,44,15,63,2
scale,44,-1,0,1
scale,44,-1,1,0.5
scale,44,-1,2,1
scale,44,-1,3,0.5
scale,44,-1,4,1
scale,44,-1,5,0.5
scale,44,-1,6,1
scale,44,-1,7,0.5
scale,44,-1,8,1
scale,44,-1,9,0.5
scale,44,-1,10,1
scale,44,-1,11,0.5
scale,44,-1,12,1
scale,44,-1,13,0.5
scale,44,-1,14,1
scale,44,-1,15,0.5
scale,44,-1,16,1
scale,44,-1,17,0.5
scale,44,-1,18,1
scale,44,-1,19,0.5
scale,44,-1,20,1
scale,44,-1,21,0.5
scale,44,-1,22,1
scale,44,-1,23,0.5
scale,44,-1,24,1
scale,44,-1,25,0.5
scale,44,-1,26,1
scale,44,-1,27,0.5
scale,44,-1,28,1
scale,44,-1,29,0.5
scale,44,-1,30,1
scale,44,-1,31,0.5
# Large Tile 45 (row=2, col=13)
weight,45,0,0,1
weight,45,0,1,1
weight,45,0,2,1
weight,45,0,3,1
weight,45,0,4,1
weight,45,0,5,1
weight,45,0,6,1
weight,45,0,7,1
weight,45,0,8,2
weight,45,0,9,2
weight,45,0,10,2
weight,45,0,11,2
weight,45,0,12,2
weight,45,0,13,2
weight,45,0,14,2
weight,45,0,15,2
weight,45,0,16,1
weight,45,0,17,1
weight,45,0,18,1
weight,45,0,19,1
weight,45,0,20,1
weight,45,0,21,1
weight,45,0,22,1
weight,45,0,23,1
weight,45,0,24,2
weight,45,0,25,2
weight,45,0,26,2
weight,45,0,27,2
weight,45,0,28,2
weight,45,0,29,2
weight,45,0,30,2
weight,45,0,31,2
weight,45,0,32,1
weight,45,0,33,1
weight,45,0,34,1
weight,45,0,35,1
weight,45,0,36,1
weight,45,0,37,1
weight,45,0,38,1
weight,45,0,39,1
weight,45,0,40,2
weight,45,0,41,2
weight,45,0,42,2
weight,45,0,43,2
weight,45,0,44,2
weight,45,0,45,2
weight,45,0,46,2
weight,45,0,47,2
weight,45,0,48,1
weight,45,0,49,1
weight,45,0,50,1
weight,45,0,51,1
weight,45,0,52,1
weight,45,0,53,1
weight,45,0,54,1
weight,45,0,55,1
weight,45,0,56,2
weight,45,0,57,2
weight,45,0,58,2
weight,45,0,59,2
weight,45,0,60,2
weight,45,0,61,2
weight,45,0,62,2
weight,45,0,63,2
weight,45,1,0,1
weight,45,1,1,1
weight,45,1,2,1
weight,45,1,3,1
weight,45,1,4,1
weight,45,1,5,1
weight,45,1,6,1
weight,45,1,7,1
weight,45,1,8,2
weight,45,1,9,2
weight,45,1,10,2
weight,45,1,11,2
weight,45,1,12,2
weight,45,1,13,2
weight,45,1,14,2
weight,45,1,15,2
weight,45,1,16,1
weight,45,1,17,1
weight,45,1,18,1
weight,45,1,19,1
weight,45,1,20,1
weight,45,1,21,1
weight,45,1,22,1
weight,45,1,23,1
weight,45,1,24,2
weight,45,1,25,2
weight,45,1,26,2
weight,45,1,27,2
weight,45,1,28,2
weight,45,1,29,2
weight,45,1,30,2
weight,45,1,31,2
weight,45,1,32,1
weight,45,1,33,1
weight,45,1,34,1
weight,45,1,35,1
weight,45,1,36,1
weight,45,1,37,1
weight,45,1,38,1
weight,45,1,39,1
weight,45,1,40,2
weight,45,1,41,2
weight,45,1,42,2
weight,45,1,43,2
weight,45,1,44,2
weight,45,1,45,2
weight,45,1,46,2
weight,45,1,47,2
weight,45,1,48,1
weight,45,1,49,1
weight,45,1,50,1
weight,45,1,51,1
weight,45,1,52,1
weight,45,1,53,1
weight,45,1,54,1
weight,45,1,55,1
weight,45,1,56,2
weight,45,1,57,2
weight,45,1,58,2
weight,45,1,59,2
weight,45,1,60,2
weight,45,1,61,2
weight,45,1,62,2
weight,45,1,63,2
weight,45,2,0,1
weight,45,2,1,1
weight,45,2,2,1
weight,45,2,3,1
weight,45,2,4,1
weight,45,2,5,1
weight,45,2,6,1
weight,45,2,7,1
weight,45,2,8,2
weight,45,2,9,2
weight,45,2,10,2
weight,45,2,11,2
weight,45,2,12,2
weight,45,2,13,2
weight,45,2,14,2
weight,45,2,15,2
weight,45,2,16,1
weight,45,2,17,1
weight,45,2,18,1
weight,45,2,19,1
weight,45,2,20,1
weight,45,2,21,1
weight,45,2,22,1
weight,45,2,23,1
weight,45,2,24,2
weight,45,2,25,2
weight,45,2,26,2
weight,45,2,27,2
weight,45,2,28,2
weight,45,2,29,2
weight,45,2,30,2
weight,45,2,31,2
weight,45,2,32,1
weight,45,2,33,1
weight,45,2,34,1
weight,45,2,35,1
weight,45,2,36,1
weight,45,2,37,1
weight,45,2,38,1
weight,45,2,39,1
weight,45,2,40,2
weight,45,2,41,2
weight,45,2,42,2
weight,45,2,43,2
weight,45,2,44,2
weight,45,2,45,2
weight,45,2,46,2
weight,45,2,47,2
weight,45,2,48,1
weight,45,2,49,1
weight,45,2,50,1
weight,45,2,51,1
weight,45,2,52,1
weight,45,2,53,1
weight,45,2,54,1
weight,45,2,55,1
weight,45,2,56,2
weight,45,2,57,2
weight,45,2,58,2
weight,45,2,59,2
weight,45,2,60,2
weight,45,2,61,2
weight,45,2,62,2
weight,45,2,63,2
weight,45,3,0,1
weight,45,3,1,1
weight,45,3,2,1
weight,45,3,3,1
weight,45,3,4,1
weight,45,3,5,1
weight,45,3,6,1
weight,45,3,7,1
weight,45,3,8,2
weight,45,3,9,2
weight,45,3,10,2
weight,45,3,11,2
weight,45,3,12,2
weight,45,3,13,2
weight,45,3,14,2
weight,45,3,15,2
weight,45,3,16,1
weight,45,3,17,1
weight,45,3,18,1
weight,45,3,19,1
weight,45,3,20,1
weight,45,3,21,1
weight,45,3,22,1
weight,45,3,23,1
weight,45,3,24,2
weight,45,3,25,2
weight,45,3,26,2
weight,45,3,27,2
weight,45,3,28,2
weight,45,3,29,2
weight,45,3,30,2
weight,45,3,31,2
weight,45,3,32,1
weight,45,3,33,1
weight,45,3,34,1
weight,45,3,35,1
weight,45,3,36,1
weight,45,3,37,1
weight,45,3,38,1
weight,45,3,39,1
weight,45,3,40,2
weight,45,3,41,2
weight,45,3,42,2
weight,45,3,43,2
weight,45,3,44,2
weight,45,3,45,2
weight,45,3,46,2
weight,45,3,47,2
weight,45,3,48,1
weight,45,3,49,1
weight,45,3,50,1
weight,45,3,51,1
weight,45,3,52,1
weight,45,3,53,1
weight,45,3,54,1
weight,45,3,55,1
weight,45,3,56,2
weight,45,3,57,2
weight,45,3,58,2
weight,45,3,59,2
weight,45,3,60,2
weight,45,3,61,2
weight,45,3,62,2
weight,45,3,63,2
weight,45,4,0,1
weight,45,4,1,1
weight,45,4,2,1
weight,45,4,3,1
weight,45,4,4,1
weight,45,4,5,1
weight,45,4,6,1
weight,45,4,7,1
weight,45,4,8,2
weight,45,4,9,2
weight,45,4,10,2
weight,45,4,11,2
weight,45,4,12,2
weight,45,4,13,2
weight,45,4,14,2
weight,45,4,15,2
weight,45,4,16,1
weight,45,4,17,1
weight,45,4,18,1
weight,45,4,19,1
weight,45,4,20,1
weight,45,4,21,1
weight,45,4,22,1
weight,45,4,23,1
weight,45,4,24,2
weight,45,4,25,2
weight,45,4,26,2
weight,45,4,27,2
weight,45,4,28,2
weight,45,4,29,2
weight,45,4,30,2
weight,45,4,31,2
weight,45,4,32,1
weight,45,4,33,1
weight,45,4,34,1
weight,45,4,35,1
weight,45,4,36,1
weight,45,4,37,1
weight,45,4,38,1
weight,45,4,39,1
weight,45,4,40,2
weight,45,4,41,2
weight,45,4,42,2
weight,45,4,43,2
weight,45,4,44,2
weight,45,4,45,2
weight,45,4,46,2
weight,45,4,47,2
weight,45,4,48,1
weight,45,4,49,1
weight,45,4,50,1
weight,45,4,51,1
weight,45,4,52,1
weight,45,4,53,1
weight,45,4,54,1
weight,45,4,55,1
weight,45,4,56,2
weight,45,4,57,2
weight,45,4,58,2
weight,45,4,59,2
weight,45,4,60,2
weight,45,4,61,2
weight,45,4,62,2
weight,45,4,63,2
weight,45,5,0,1
weight,45,5,1,1
weight,45,5,2,1
weight,45,5,3,1
weight,45,5,4,1
weight,45,5,5,1
weight,45,5,6,1
weight,45,5,7,1
weight,45,5,8,2
weight,45,5,9,2
weight,45,5,10,2
weight,45,5,11,2
weight,45,5,12,2
weight,45,5,13,2
weight,45,5,14,2
weight,45,5,15,2
weight,45,5,16,1
weight,45,5,17,1
weight,45,5,18,1
weight,45,5,19,1
weight,45,5,20,1
weight,45,5,21,1
weight,45,5,22,1
weight,45,5,23,1
weight,45,5,24,2
weight,45,5,25,2
weight,45,5,26,2
weight,45,5,27,2
weight,45,5,28,2
weight,45,5,29,2
weight,45,5,30,2
weight,45,5,31,2
weight,45,5,32,1
weight,45,5,33,1
weight,45,5,34,1
weight,45,5,35,1
weight,45,5,36,1
weight,45,5,37,1
weight,45,5,38,1
weight,45,5,39,1
weight,45,5,40,2
weight,45,5,41,2
weight,45,5,42,2
weight,45,5,43,2
weight,45,5,44,2
weight,45,5,45,2
weight,45,5,46,2
weight,45,5,47,2
weight,45,5,48,1
weight,45,5,49,1
weight,45,5,50,1
weight,45,5,51,1
weight,45,5,52,1
weight,45,5,53,1
weight,45,5,54,1
weight,45,5,55,1
weight,45,5,56,2
weight,45,5,57,2
weight,45,5,58,2
weight,45,5,59,2
weight,45,5,60,2
weight,45,5,61,2
weight,45,5,62,2
weight,45,5,63,2
weight,45,6,0,1
weight,45,6,1,1
weight,45,6,2,1
weight,45,6,3,1
weight,45,6,4,1
weight,45,6,5,1
weight,45,6,6,1
weight,45,6,7,1
weight,45,6,8,2
weight,45,6,9,2
weight,45,6,10,2
weight,45,6,11,2
weight,45,6,12,2
weight,45,6,13,2
weight,45,6,14,2
weight,45,6,15,2
weight,45,6,16,1
weight,45,6,17,1
weight,45,6,18,1
weight,45,6,19,1
weight,45,6,20,1
weight,45,6,21,1
weight,45,6,22,1
weight,45,6,23,1
weight,45,6,24,2
weight,45,6,25,2
weight,45,6,26,2
weight,45,6,27,2
weight,45,6,28,2
weight,45,6,29,2
weight,45,6,30,2
weight,45,6,31,2
weight,45,6,32,1
weight,45,6,33,1
weight,45,6,34,1
weight,45,6,35,1
weight,45,6,36,1
weight,45,6,37,1
weight,45,6,38,1
weight,45,6,39,1
weight,45,6,40,2
weight,45,6,41,2
weight,45,6,42,2
weight,45,6,43,2
weight,45,6,44,2
weight,45,6,45,2
weight,45,6,46,2
weight,45,6,47,2
weight,45,6,48,1
weight,45,6,49,1
weight,45,6,50,1
weight,45,6,51,1
weight,45,6,52,1
weight,45,6,53,1
weight,45,6,54,1
weight,45,6,55,1
weight,45,6,56,2
weight,45,6,57,2
weight,45,6,58,2
weight,45,6,59,2
weight,45,6,60,2
weight,45,6,61,2
weight,45,6,62,2
weight,45,6,63,2
weight,45,7,0,1
weight,45,7,1,1
weight,45,7,2,1
weight,45,7,3,1
weight,45,7,4,1
weight,45,7,5,1
weight,45,7,6,1
weight,45,7,7,1
weight,45,7,8,2
weight,45,7,9,2
weight,45,7,10,2
weight,45,7,11,2
weight,45,7,12,2
weight,45,7,13,2
weight,45,7,14,2
weight,45,7,15,2
weight,45,7,16,1
weight,45,7,17,1
weight,45,7,18,1
weight,45,7,19,1
weight,45,7,20,1
weight,45,7,21,1
weight,45,7,22,1
weight,45,7,23,1
weight,45,7,24,2
weight,45,7,25,2
weight,45,7,26,2
weight,45,7,27,2
weight,45,7,28,2
weight,45,7,29,2
weight,45,7,30,2
weight,45,7,31,2
weight,45,7,32,1
weight,45,7,33,1
weight,45,7,34,1
weight,45,7,35,1
weight,45,7,36,1
weight,45,7,37,1
weight,45,7,38,1
weight,45,7,39,1
weight,45,7,40,2
weight,45,7,41,2
weight,45,7,42,2
weight,45,7,43,2
weight,45,7,44,2
weight,45,7,45,2
weight,45,7,46,2
weight,45,7,47,2
weight,45,7,48,1
weight,45,7,49,1
weight,45,7,50,1
weight,45,7,51,1
weight,45,7,52,1
weight,45,7,53,1
weight,45,7,54,1
weight,45,7,55,1
weight,45,7,56,2
weight,45,7,57,2
weight,45,7,58,2
weight,45,7,59,2
weight,45,7,60,2
weight,45,7,61,2
weight,45,7,62,2
weight,45,7,63,2
weight,45,8,0,1
weight,45,8,1,1
weight,45,8,2,1
weight,45,8,3,1
weight,45,8,4,1
weight,45,8,5,1
weight,45,8,6,1
weight,45,8,7,1
weight,45,8,8,2
weight,45,8,9,2
weight,45,8,10,2
weight,45,8,11,2
weight,45,8,12,2
weight,45,8,13,2
weight,45,8,14,2
weight,45,8,15,2
weight,45,8,16,1
weight,45,8,17,1
weight,45,8,18,1
weight,45,8,19,1
weight,45,8,20,1
weight,45,8,21,1
weight,45,8,22,1
weight,45,8,23,1
weight,45,8,24,2
weight,45,8,25,2
weight,45,8,26,2
weight,45,8,27,2
weight,45,8,28,2
weight,45,8,29,2
weight,45,8,30,2
weight,45,8,31,2
weight,45,8,32,1
weight,45,8,33,1
weight,45,8,34,1
weight,45,8,35,1
weight,45,8,36,1
weight,45,8,37,1
weight,45,8,38,1
weight,45,8,39,1
weight,45,8,40,2
weight,45,8,41,2
weight,45,8,42,2
weight,45,8,43,2
weight,45,8,44,2
weight,45,8,45,2
weight,45,8,46,2
weight,45,8,47,2
weight,45,8,48,1
weight,45,8,49,1
weight,45,8,50,1
weight,45,8,51,1
weight,45,8,52,1
weight,45,8,53,1
weight,45,8,54,1
weight,45,8,55,1
weight,45,8,56,2
weight,45,8,57,2
weight,45,8,58,2
weight,45,8,59,2
weight,45,8,60,2
weight,45,8,61,2
weight,45,8,62,2
weight,45,8,63,2
weight,45,9,0,1
weight,45,9,1,1
weight,45,9,2,1
weight,45,9,3,1
weight,45,9,4,1
weight,45,9,5,1
weight,45,9,6,1
weight,45,9,7,1
